,Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Postal_Code,Age,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_Name
8254,4150,2440999,No,3,30,E1,29.63,4.17,-19.64,No,No,Male,Agency,3,500004,30,Goa,23-12-2013,Joined,ERS,Hyderabad,South
8255,4175,2441124,No,2,30,E2,30.77,26.92,-2.94,No,No,Male,Agency,6,500004,37,Himachal Pradesh,31-12-2013,Joined,ERS,Hyderabad,South
8256,6383,2819877,Yes,52,45,E1,37.5,81.25,31.82,No,Yes,Male,Agency,5,500004,30,Himachal Pradesh,22-05-2013,Joined,ERS,Hyderabad,South
8257,5582,2594429,No,1,30,E1,66.67,16.67,-30,No,No,Male,Direct,3,500004,26,Jharkhand,11-05-2014,Joined,ERS,Hyderabad,South
8258,10250,3424098,No,36,30,E1,108.33,108.33,0,No,No,Female,Employee Referral,2,500004,34,Jharkhand,03-01-2013,Joined,ERS,Hyderabad,South
8259,234,2824103,Yes,39,30,E1,-31.06,-1.52,42.86,No,No,Male,Agency,5,500004,29,Chandigarh,31-05-2013,Joined,ERS,Hyderabad,South
8260,3851,2417016,No,3,30,E1,42.86,42.86,0,No,No,Male,Agency,3,500004,26,Chandigarh,11-10-2013,Not Joined,ERS,Hyderabad,South
8261,4176,2441126,Yes,49,60,E1,48.57,28.57,-13.46,No,No,Male,Agency,3,500004,28,Chandigarh,02-01-2014,Not Joined,ERS,Hyderabad,South
8262,3534,2383219,Yes,16,30,E1,100,100,0,No,No,Female,Agency,3,500004,28,Tripura,02-11-2013,Joined,ERS,Hyderabad,South
8263,3563,2386562,Yes,35,30,E2,29.03,19.35,-7.5,No,No,Male,Agency,6,500004,34,Tripura,08-11-2013,Joined,ERS,Hyderabad,South
8264,3908,2420071,Yes,11,30,E1,75,6.25,-39.29,No,No,Male,Agency,3,500004,29,Tripura,27-10-2013,Joined,ERS,Hyderabad,South
8265,11555,3612791,Yes,16,30,E1,51.16,51.16,0,Yes,No,Male,Agency,4,500004,34,Tripura,13-04-2013,Joined,ERS,Hyderabad,South
8266,6652,2845493,Yes,35,30,E1,29.63,9.26,-15.71,No,No,Male,Agency,5,500004,30,Uttarkhand,02-05-2013,Joined,ERS,Hyderabad,South
8267,4149,2440996,Yes,65,60,E1,49.86,22.62,-18.18,No,No,Female,Agency,3,500004,26,Delhi,23-12-2013,Joined,ERS,Hyderabad,South
8268,1163,2205130,Yes,59,30,E2,6.06,32.58,25,No,No,Male,Direct,7,500004,35,Madhya Pradesh,16-02-2013,Not Joined,ERS,Hyderabad,South
8269,3536,2383227,No,5,30,E1,4.17,4.17,0,No,No,Female,Agency,5,500004,42,Madhya Pradesh,02-11-2013,Joined,ERS,Hyderabad,South
8270,3636,2396019,No,2,30,E1,100,33.33,-33.33,No,No,Male,Direct,3,500004,27,Madhya Pradesh,27-11-2013,Joined,ERS,Hyderabad,South
8271,3850,2417013,No,19,30,E1,20.93,4.65,-13.46,No,No,Male,Agency,3,500004,28,Madhya Pradesh,10-10-2013,Not Joined,ERS,Hyderabad,South
8272,5025,2545368,Yes,2,30,E2,20,5,-12.5,No,No,Male,Employee Referral,8,500004,34,Madhya Pradesh,21-01-2013,Joined,ERS,Hyderabad,South
8273,246,2846059,No,39,45,E3,33.33,236.67,152.5,No,No,Male,Agency,9,500004,32,Chhattisgarh,17-06-2013,Not Joined,ERS,Hyderabad,South
8274,2795,2347861,Yes,18,30,E2,37.25,82.35,32.86,No,No,Male,Agency,6,500004,36,Chhattisgarh,15-07-2013,Joined,ERS,Hyderabad,South
8275,4157,2441015,Yes,37,30,E1,100,30,-35,No,No,Male,Agency,4,500004,30,Chhattisgarh,24-12-2013,Joined,ERS,Hyderabad,South
8276,6391,2819987,Yes,126,45,E2,33.33,205.56,129.17,No,Yes,Male,Agency,6,500004,32,Chhattisgarh,25-05-2013,Joined,ERS,Hyderabad,South
8277,6463,2824685,Yes,46,30,E1,33.33,50,12.5,No,No,Female,Agency,3,500004,26,Chhattisgarh,15-03-2013,Joined,ERS,Hyderabad,South
8278,4155,2441012,No,23,30,E1,38.89,25,-10,No,No,Male,Agency,3,500004,25,Gujarat,24-12-2013,Joined,ERS,Hyderabad,South
8279,6432,2824106,Yes,63,60,E1,36.19,26.46,-7.14,No,No,Female,Agency,4,500004,25,Gujarat,03-06-2013,Not Joined,ERS,Hyderabad,South
8280,4151,2441000,Yes,36,90,E1,50,10,-26.67,No,No,Male,Agency,4,500004,29,Tamil Nadu,23-12-2013,Joined,ERS,Hyderabad,South
8281,6426,2824077,Yes,23,30,E1,142.31,121.15,-8.73,No,No,Male,Agency,3,500004,26,Tamil Nadu,02-06-2013,Joined,ERS,Hyderabad,South
8282,3531,2383206,Yes,16,60,E1,87.5,40.63,-25,No,No,Male,Agency,3,500004,27,Karnataka,31-10-2013,Joined,ERS,Hyderabad,South
8283,3535,2383225,No,13,45,E1,20.43,20.43,0,No,No,Female,Agency,4,500004,27,Karnataka,02-11-2013,Not Joined,ERS,Hyderabad,South
8284,3867,2418062,Yes,36,30,E1,14.29,-1.43,-13.75,No,No,Male,Employee Referral,2,500004,25,Karnataka,15-10-2013,Joined,ERS,Hyderabad,South
8285,8949,3304212,No,28,90,E1,90.36,79.78,-5.56,No,No,Male,Agency,4,500004,26,Karnataka,27-02-2014,Not Joined,ERS,Hyderabad,South
8286,4113,2437505,Yes,47,60,E1,62.5,30.56,-19.66,No,No,Male,Employee Referral,4,500004,27,Odisha,18-12-2013,Joined,ERS,Hyderabad,South
8287,5496,2590532,No,5,30,E1,22.22,85.53,51.8,No,No,Male,Agency,5,500004,31,Odisha,23-06-2014,Joined,ERS,Hyderabad,South
8288,6653,2845526,No,3,30,E2,46.15,30.77,-10.53,No,No,Male,Agency,6,500004,28,Odisha,02-05-2013,Not Joined,ERS,Hyderabad,South
8289,9484,3348055,Yes,50,60,E2,30.57,30.57,0,Yes,No,Male,Agency,5,500004,34,Odisha,25-06-2014,Joined,ERS,Hyderabad,South
8290,38,2221707,Yes,18,90,E2,33.33,211.11,133.33,No,No,Male,Agency,6,500004,23,Rajasthan,12-08-2013,Not Joined,ERS,Hyderabad,South
8291,286,3200275,No,12,30,E2,48.15,33.33,-10,Yes,Yes,Male,Agency,4,500004,26,Rajasthan,11-08-2013,Joined,ERS,Hyderabad,South
8292,3354,2372454,Yes,3,30,E1,51.72,37.93,-9.09,No,No,Male,Agency,3,500004,29,Rajasthan,15-09-2013,Not Joined,ERS,Hyderabad,South
8293,3385,2372621,No,2,60,E1,55,25,-19.35,No,No,Male,Agency,5,500004,30,Rajasthan,24-09-2013,Joined,ERS,Hyderabad,South
8294,6431,2824100,No,2,60,E2,33.33,18.18,-11.36,No,No,Male,Agency,7,500004,29,Rajasthan,03-06-2013,Not Joined,ERS,Hyderabad,South
8295,6656,2845557,Yes,98,30,E1,40.76,23.95,-11.94,No,No,Female,Agency,5,500004,28,Rajasthan,03-05-2013,Joined,ERS,Hyderabad,South
8296,2958,2356936,Yes,84,45,E1,81.82,36.36,-25,No,No,Male,Agency,3,500004,29,Manipur,29-08-2013,Not Joined,ERS,Hyderabad,South
8297,5153,2560548,No,4,30,E1,105.88,71.57,-16.67,No,No,Male,Agency,4,500004,29,Manipur,14-06-2013,Joined,ERS,Hyderabad,South
8298,6654,2845530,Yes,78,60,E1,71.57,47.06,-14.29,No,No,Female,Agency,5,500004,29,Maharashtra,02-05-2013,Not Joined,ERS,Hyderabad,South
8299,3383,2372607,Yes,4,45,E1,37.5,62.5,18.18,No,No,Male,Agency,4,500004,27,Telangana,23-09-2013,Joined,ERS,Hyderabad,South
8300,5102,2556338,No,20,90,E1,83.49,60.55,-12.5,No,No,Male,Agency,5,500004,32,Telangana,29-04-2013,Not Joined,ERS,Hyderabad,South
8301,2959,2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,500004,28,Bihar,30-08-2013,Not Joined,ERS,Hyderabad,South
8302,4194,2441877,No,33,30,E1,25,25,0,No,No,Male,Employee Referral,3,500004,26,Bihar,04-01-2014,Joined,ERS,Hyderabad,South
8303,244,2845533,Yes,30,30,E1,-16.3,19.57,42.86,No,No,Male,Agency,3,500004,25,Kerala,14-06-2013,Joined,ERS,Hyderabad,South
8304,3533,2383218,Yes,12,60,E1,59.57,19.68,-25,No,No,Female,Agency,3,500004,26,Kerala,01-11-2013,Joined,ERS,Hyderabad,South
8305,3559,2386521,No,4,30,E1,12.5,12.5,0,No,No,Male,Agency,3,500004,25,Kerala,07-11-2013,Joined,ERS,Hyderabad,South
8306,11516,3607598,No,44,30,E1,57.34,39.86,-11.11,Yes,Yes,Female,Direct,2,500004,34,Kerala,06-04-2013,Joined,ERS,Hyderabad,South
8307,11553,3612737,Yes,16,0,E1,61.76,55.88,-3.64,No,No,Female,Agency,2,500004,34,Kerala,12-04-2013,Joined,ERS,Hyderabad,South
8308,3909,2420074,No,62,60,E1,75,30,-25.71,No,No,Male,Agency,4,500004,29,Haryana,27-10-2013,Joined,ERS,Hyderabad,South
8309,4146,2440992,No,2,60,E2,15.47,7.39,-7,No,No,Male,Agency,6,500004,29,Haryana,23-12-2013,Not Joined,ERS,Hyderabad,South
8310,4154,2441008,Yes,80,30,E1,45.45,45.45,0,No,No,Male,Agency,3,500004,30,Haryana,24-12-2013,Joined,ERS,Hyderabad,South
8311,5578,2594382,No,18,60,E1,33.33,100,50,No,No,Male,Agency,3,500004,30,Haryana,08-05-2014,Joined,ERS,Hyderabad,South
8312,116,2383202,No,13,30,E1,50,50,0,No,No,Female,Agency,3,500004,32,Punjab,17-01-2013,Joined,ERS,Hyderabad,South
8313,1754,2246864,Yes,2,30,E2,33.33,122.22,66.67,No,No,Female,Direct,8,500004,31,Punjab,04-04-2013,Joined,ERS,Hyderabad,South
8314,4152,2441001,No,2,60,E1,37.42,5.71,-23.08,No,No,Male,Agency,3,500004,28,Punjab,24-12-2013,Not Joined,ERS,Hyderabad,South
8315,6435,2824120,No,6,30,E1,73.55,44.63,-16.67,No,No,Female,Agency,2,500004,27,Punjab,30-05-2013,Joined,ERS,Hyderabad,South
8316,10625,3467207,Yes,24,60,E3,15.38,16.54,1,No,Yes,Male,Direct,14,500004,34,Punjab,04-02-2013,Joined,ERS,Hyderabad,South
8317,3641,2397905,Yes,9,30,E1,129.89,86.78,-18.75,No,No,Male,Direct,3,500004,28,Uttar Pradesh,29-11-2013,Joined,ERS,Hyderabad,South
8318,5093,2556264,No,17,30,E1,44.23,10.58,-23.33,No,No,Male,Agency,2,500004,26,Andhra Pradesh,16-04-2013,Joined,ERS,Hyderabad,South
8319,10619,3463714,Yes,5,0,E2,33.33,60,20,No,No,Male,Employee Referral,7,500004,34,West Bengal,02-02-2013,Not Joined,Healthcare,Hyderabad,South
8320,427,3458547,Yes,9,30,E2,38.89,31.94,-5,No,Yes,Male,Direct,7,500004,36,Karnataka,17-01-2014,Joined,Healthcare,Hyderabad,South
8321,389,3351848,No,3,30,E1,36.93,42.86,4.33,No,No,Male,Direct,2,500004,25,Goa,09-12-2013,Joined,INFRA,Hyderabad,South
8322,541,2119296,No,16,30,E2,33.33,33.33,0,No,No,Male,Employee Referral,3,500004,29,Goa,07-04-2014,Joined,INFRA,Hyderabad,South
8323,4908,2534934,No,6,30,E2,40,40,0,No,No,Male,Direct,4,500004,29,Goa,01-03-2014,Joined,INFRA,Hyderabad,South
8324,8377,3267248,No,5,30,E1,0,0,0,No,No,Male,Direct,8,500004,38,Goa,03-11-2013,Joined,INFRA,Hyderabad,South
8325,5461,2587076,Yes,0,90,E3,13.43,24.08,9.39,No,No,Male,Direct,9,500004,33,Himachal Pradesh,12-05-2014,Joined,INFRA,Hyderabad,South
8326,11161,3537648,Yes,7,0,E1,66.67,100,20,No,No,Male,Direct,3,500004,34,Himachal Pradesh,14-05-2013,Joined,INFRA,Hyderabad,South
8327,4390,2460424,Yes,14,60,E3,44.44,48.89,3.08,No,No,Male,Employee Referral,6,500004,32,Jharkhand,28-01-2014,Joined,INFRA,Hyderabad,South
8328,7364,3115103,Yes,6,30,E2,16.67,83.33,57.14,No,No,Male,Direct,6,500004,32,Jharkhand,16-08-2013,Joined,INFRA,Hyderabad,South
8329,12009,3692284,No,2,0,E1,48.15,29.63,-12.5,No,No,Male,Employee Referral,3,500004,34,Jharkhand,09-07-2013,Joined,INFRA,Hyderabad,South
8330,2522,2302470,Yes,74,30,E2,50.58,47.85,-1.82,No,No,Male,Direct,5,500004,33,Chandigarh,05-08-2013,Joined,INFRA,Hyderabad,South
8331,304,3226180,Yes,84,45,E2,42.84,42.84,0,No,No,Male,Direct,5,500004,35,Tripura,09-09-2013,Joined,INFRA,Hyderabad,South
8332,1153,2202421,No,34,45,E2,37.04,37.04,0,No,Yes,Male,Direct,3,500004,27,Tripura,14-02-2013,Joined,INFRA,Hyderabad,South
8333,4950,2538513,Yes,2,30,E2,34.45,33.78,-0.5,No,No,Male,Agency,5,500004,28,Tripura,15-08-2013,Joined,INFRA,Hyderabad,South
8334,5747,2608877,No,0,30,E2,48.94,28.55,-13.69,No,Yes,Male,Agency,4,500004,30,Tripura,22-01-2013,Joined,INFRA,Hyderabad,South
8335,8690,3287783,Yes,52,30,E2,30.95,42.86,9.09,No,No,Male,Direct,4,500004,26,Tripura,11-01-2014,Joined,INFRA,Hyderabad,South
8336,8869,3300201,Yes,72,60,E2,34.73,34.73,0,No,No,Male,Direct,8,500004,41,West Bengal,06-02-2014,Joined,INFRA,Hyderabad,South
8337,74,2302202,Yes,7,30,E2,42.86,42.86,0,No,No,Male,Direct,6,500004,32,Uttarkhand,31-01-2014,Joined,INFRA,Hyderabad,South
8338,623,2136278,No,16,60,E2,85.19,51.52,-18.18,No,No,Male,Employee Referral,4,500004,25,Uttarkhand,24-06-2014,Joined,INFRA,Hyderabad,South
8339,3790,2411573,No,2,30,E1,33.33,120,65,No,No,Female,Direct,2,500004,31,Delhi,22-09-2013,Joined,INFRA,Hyderabad,South
8340,635,2138841,Yes,32,45,E2,35.85,50.2,10.57,No,No,Male,Direct,5,500004,27,Madhya Pradesh,01-07-2014,Joined,INFRA,Hyderabad,South
8341,3487,2378805,Yes,0,30,E3,0,0,0,No,No,Male,Direct,2,500004,41,Madhya Pradesh,24-10-2013,Joined,INFRA,Hyderabad,South
8342,5065,2552256,No,4,30,E1,84.12,84.12,0,No,No,Male,Employee Referral,3,500004,29,Chhattisgarh,18-03-2013,Joined,INFRA,Hyderabad,South
8343,7582,3216005,No,0,30,E1,66.67,20,-28,No,No,Male,Employee Referral,9,500004,38,Gujarat,13-10-2013,Joined,INFRA,Hyderabad,South
8344,3941,2420313,No,10,60,E2,37.36,46.52,6.67,No,No,Female,Employee Referral,4,500004,29,Tamil Nadu,04-11-2013,Joined,INFRA,Hyderabad,South
8345,9263,3328507,No,50,60,E2,42.86,42.86,0,No,No,Male,Agency,4,500004,34,Tamil Nadu,31-01-2014,Joined,INFRA,Hyderabad,South
8346,1888,2281726,No,1,60,E3,17.13,17.15,0.02,No,No,Male,Direct,7,500004,33,Karnataka,02-05-2013,Joined,INFRA,Hyderabad,South
8347,4353,2457553,No,16,30,E2,42.86,42.86,0,No,No,Male,Direct,5,500004,27,Karnataka,24-01-2014,Joined,INFRA,Hyderabad,South
8348,218,2790302,Yes,1,30,E3,-12.2,-12.2,0,No,No,Male,Employee Referral,10,500004,36,Odisha,16-05-2013,Joined,INFRA,Hyderabad,South
8349,296,3221299,Yes,68,30,E2,44.44,0,-30.77,No,Yes,Female,Direct,3,500004,24,Odisha,31-08-2013,Joined,INFRA,Hyderabad,South
8350,5339,2576272,No,0,60,E2,35,35,0,No,No,Male,Direct,9,500004,27,Odisha,24-01-2014,Joined,INFRA,Hyderabad,South
8351,9554,3352120,No,7,30,E2,14.29,-26.5,-35.69,No,No,Male,Direct,9,500004,34,Odisha,19-03-2013,Joined,INFRA,Hyderabad,South
8352,4899,2534668,Yes,19,60,E2,30.91,30.91,0,No,No,Male,Agency,3,500004,26,Rajasthan,28-02-2014,Joined,INFRA,Hyderabad,South
8353,5149,2560450,No,3,30,E2,25,37.5,10,No,No,Male,Direct,3,500004,25,Rajasthan,09-06-2013,Joined,INFRA,Hyderabad,South
8354,9012,3305684,Yes,29,45,E3,16.67,16.67,0,No,No,Male,Direct,7,500004,32,Rajasthan,28-12-2013,Joined,INFRA,Hyderabad,South
8355,11662,3623106,No,2,0,E2,50,100,33.33,No,No,Male,Direct,5,500004,34,Rajasthan,02-05-2013,Joined,INFRA,Hyderabad,South
8356,11752,3637724,No,4,0,E2,30,30,0,No,No,Female,Direct,4,500004,34,Rajasthan,17-05-2013,Joined,INFRA,Hyderabad,South
8357,1792,2280155,Yes,63,60,E2,52.67,39.59,-8.57,No,Yes,Female,Employee Referral,4,500004,27,Manipur,14-04-2013,Joined,INFRA,Hyderabad,South
8358,6582,2834502,Yes,63,60,E2,36.36,29.09,-5.33,No,No,Male,Direct,3,500004,30,Manipur,13-04-2013,Joined,INFRA,Hyderabad,South
8359,2737,2344524,No,1,30,E2,16.67,16.67,0,No,No,Male,Direct,4,500004,32,Maharashtra,03-07-2013,Not Joined,INFRA,Hyderabad,South
8360,6096,2782473,Yes,23,45,E3,32.21,32.21,0,No,No,Male,Employee Referral,8,500004,31,Maharashtra,12-03-2013,Joined,INFRA,Hyderabad,South
8361,10021,3387901,No,8,60,E2,50,25,-16.67,No,No,Male,Agency,6,500004,34,Maharashtra,26-06-2014,Not Joined,INFRA,Hyderabad,South
8362,4218,2444442,No,27,60,E2,58.33,66.67,5.26,No,No,Male,Direct,4,500004,26,Telangana,06-01-2014,Joined,INFRA,Hyderabad,South
8363,9493,3348162,No,1,30,E2,10,37,24.55,No,No,Male,Direct,3,500004,34,Telangana,07-01-2013,Joined,INFRA,Hyderabad,South
8364,10387,3442975,No,34,30,E3,30,31.25,0.96,No,Yes,Male,Direct,10,500004,34,Telangana,06-02-2013,Joined,INFRA,Hyderabad,South
8365,11150,3537428,Yes,37,30,E1,25,20,-4,No,No,Male,Agency,1,500004,34,Telangana,12-05-2013,Joined,INFRA,Hyderabad,South
8366,2377,2286369,No,14,45,E2,50,100,33.33,No,No,Male,Employee Referral,5,500004,30,Bihar,08-07-2013,Joined,INFRA,Hyderabad,South
8367,8376,3267240,Yes,39,30,E3,25,27.58,2.06,No,No,Male,Agency,7,500004,35,Bihar,02-11-2013,Joined,INFRA,Hyderabad,South
8368,8726,3289001,No,0,90,E3,20,7.6,-10.33,No,No,Male,Agency,8,500004,31,Bihar,16-01-2014,Not Joined,INFRA,Hyderabad,South
8369,2662,2328309,Yes,37,30,E3,30,30,0,No,No,Male,Agency,7,500004,34,Kerala,06-09-2013,Joined,INFRA,Hyderabad,South
8370,5956,2635489,No,1,30,E2,33.33,165.36,99.02,No,No,Female,Direct,4,500004,27,Kerala,27-01-2013,Joined,INFRA,Hyderabad,South
8371,6804,2861723,No,0,30,E1,-3.73,-3.73,0,No,No,Male,Direct,2,500004,28,Kerala,09-06-2013,Joined,INFRA,Hyderabad,South
8372,7365,3116846,Yes,63,60,E2,33.33,42.86,7.14,No,No,Male,Direct,4,500004,29,Punjab,16-08-2013,Joined,INFRA,Hyderabad,South
8373,8411,3267925,Yes,14,60,E2,35,50,11.11,No,Yes,Male,Direct,3,500004,25,Punjab,10-11-2013,Joined,INFRA,Hyderabad,South
8374,2875,2351969,No,3,30,E2,40,28.57,-8.16,No,No,Male,Direct,3,500004,27,Uttar Pradesh,07-08-2013,Joined,INFRA,Hyderabad,South
8375,6663,2845725,Yes,7,30,E2,37.5,37.5,0,No,No,Male,Direct,4,500004,27,Uttar Pradesh,04-05-2013,Joined,INFRA,Hyderabad,South
8376,8375,3267238,No,5,30,E1,0,0,0,No,No,Male,Direct,12,500004,38,Uttar Pradesh,02-11-2013,Joined,INFRA,Hyderabad,South
8377,11233,3545274,No,28,30,E1,25,25,0,No,Yes,Male,Direct,2,500004,34,Uttar Pradesh,28-05-2013,Joined,INFRA,Hyderabad,South
8378,119,2403871,No,1,30,E1,-45.81,-45.81,0,No,No,Male,Direct,1,500004,26,Andhra Pradesh,20-01-2013,Joined,INFRA,Hyderabad,South
8379,5432,2586620,Yes,1,30,E2,48.65,44.59,-2.73,No,No,Male,Direct,7,500004,30,Goa,08-04-2014,Joined,ETS,Hyderabad,South
8380,10854,3497528,Yes,21,60,E1,78.57,72.62,-3.33,No,No,Male,Direct,3,500004,34,Goa,28-03-2013,Joined,ETS,Hyderabad,South
8381,12077,3715038,Yes,4,30,E1,33.33,12.5,-15.63,No,Yes,Male,Direct,3,500004,34,Goa,20-07-2013,Joined,ETS,Hyderabad,South
8382,12136,3737574,Yes,9,30,E1,70,20,-29.41,No,No,Male,Direct,4,500004,34,Goa,30-07-2013,Joined,ETS,Hyderabad,South
8383,1589,2225375,No,6,60,E1,37.25,33.33,-2.86,No,Yes,Male,Direct,3,500004,27,Himachal Pradesh,28-05-2013,Joined,ETS,Hyderabad,South
8384,3501,2382846,Yes,66,60,E1,56.76,66.49,6.21,No,No,Female,Employee Referral,3,500004,27,Himachal Pradesh,26-10-2013,Joined,ETS,Hyderabad,South
8385,3664,2399578,No,0,30,E1,34.62,19.23,-11.43,No,No,Male,Direct,5,500004,28,Himachal Pradesh,04-12-2013,Joined,ETS,Hyderabad,South
8386,4373,2459999,Yes,13,30,E2,33.33,33.33,0,No,No,Female,Direct,4,500004,29,Himachal Pradesh,26-01-2014,Joined,ETS,Hyderabad,South
8387,5323,2570170,Yes,57,90,E2,12.75,12.75,0,No,No,Male,Employee Referral,6,500004,39,Himachal Pradesh,06-01-2014,Joined,ETS,Hyderabad,South
8388,5437,2586648,Yes,14,90,E2,37.93,29.31,-6.25,No,No,Female,Direct,8,500004,36,Himachal Pradesh,13-04-2014,Joined,ETS,Hyderabad,South
8389,12156,3745231,No,2,0,E2,33.33,40,5,No,No,Male,Agency,8,500004,34,Himachal Pradesh,04-08-2013,Joined,ETS,Hyderabad,South
8390,12243,3785691,Yes,12,30,E1,40,10,-21.43,No,No,Male,Direct,6,500004,34,Himachal Pradesh,14-08-2013,Joined,ETS,Hyderabad,South
8391,1008,2189480,Yes,1,30,E2,8.18,8.18,0,No,No,Male,Agency,7,500004,34,Jharkhand,06-03-2013,Joined,ETS,Hyderabad,South
8392,4608,2474271,No,28,30,E1,23.57,23.57,0,No,No,Male,Employee Referral,4,500004,30,Jharkhand,07-01-2014,Joined,ETS,Hyderabad,South
8393,7517,3211300,Yes,0,30,E1,37.5,100,45.45,Yes,Yes,Female,Direct,4,500004,27,Jharkhand,22-09-2013,Joined,ETS,Hyderabad,South
8394,10657,3471269,Yes,3,30,E3,37.17,35.4,-1.29,No,No,Male,Direct,11,500004,34,Jharkhand,09-02-2013,Joined,ETS,Hyderabad,South
8395,4170,2441111,No,9,30,E1,66.67,100,20,No,No,Male,Direct,3,500004,28,Chandigarh,29-12-2013,Joined,ETS,Hyderabad,South
8396,6492,2825225,No,5,30,E2,14.29,14.29,0,No,No,Male,Direct,8,500004,35,Chandigarh,23-03-2013,Joined,ETS,Hyderabad,South
8397,3653,2399324,Yes,48,60,E1,19.72,-1.41,-17.65,No,No,Male,Direct,4,500004,30,Tripura,02-12-2013,Not Joined,ETS,Hyderabad,South
8398,6532,2829109,Yes,14,45,E2,31.94,38.89,5.26,No,No,Male,Direct,4,500004,32,Tripura,30-03-2013,Joined,ETS,Hyderabad,South
8399,11777,3638372,Yes,19,0,E1,20.37,20.37,0,Yes,Yes,Female,Employee Referral,3,500004,34,West Bengal,22-05-2013,Joined,ETS,Hyderabad,South
8400,9817,3379803,Yes,8,45,E1,66.67,57.5,-5.5,Yes,No,Male,Direct,3,500004,34,Uttarkhand,03-01-2014,Joined,ETS,Hyderabad,South
8401,5931,2619659,No,0,30,E1,19.23,15.38,-3.23,No,No,Male,Employee Referral,3,500004,26,Delhi,20-01-2013,Joined,ETS,Hyderabad,South
8402,7206,3041473,Yes,56,30,E1,33.33,16.67,-12.5,No,No,Male,Direct,4,500004,25,Delhi,05-07-2013,Joined,ETS,Hyderabad,South
8403,10558,3458594,No,38,90,E2,11.51,11.51,0,Yes,No,Male,Employee Referral,8,500004,34,Delhi,16-01-2013,Not Joined,ETS,Hyderabad,South
8404,11502,3607147,No,3,30,E1,60,66.67,4.17,No,Yes,Male,Direct,3,500004,34,Delhi,03-04-2013,Joined,ETS,Hyderabad,South
8405,578,2125838,Yes,80,90,E3,29.77,29.77,0,No,No,Male,Direct,10,500004,33,Madhya Pradesh,12-05-2014,Joined,ETS,Hyderabad,South
8406,1451,2221231,No,0,0,E1,38.1,38.1,0,No,No,Male,Direct,3,500004,29,Madhya Pradesh,07-05-2013,Joined,ETS,Hyderabad,South
8407,10434,3448268,Yes,58,45,E1,81.82,81.82,0,No,No,Male,Direct,3,500004,34,Madhya Pradesh,16-02-2013,Joined,ETS,Hyderabad,South
8408,2926,2355514,Yes,45,30,E1,50,50,0,No,No,Male,Direct,4,500004,30,Chhattisgarh,19-08-2013,Joined,ETS,Hyderabad,South
8409,3463,2378290,No,20,30,E1,28.89,28.89,0,No,No,Female,Direct,4,500004,31,Chhattisgarh,15-10-2013,Joined,ETS,Hyderabad,South
8410,11839,3650162,No,0,30,E1,66.67,176.19,65.71,No,Yes,Male,Direct,3,500004,34,Gujarat,07-06-2013,Joined,ETS,Hyderabad,South
8411,130,2440672,Yes,69,45,E2,62.5,62.5,0,No,No,Male,Direct,9,500004,36,Tamil Nadu,27-01-2013,Joined,ETS,Hyderabad,South
8412,131,2440753,Yes,37,30,E2,62.5,37.5,-15.38,No,No,Male,Direct,6,500004,29,Tamil Nadu,28-01-2013,Not Joined,ETS,Hyderabad,South
8413,3460,2378260,No,1,30,E2,22.22,22.22,0,No,No,Female,Direct,14,500004,43,Tamil Nadu,14-10-2013,Joined,ETS,Hyderabad,South
8414,8339,3263727,No,4,30,E1,66.67,100,20,No,No,Female,Direct,3,500004,28,Tamil Nadu,24-10-2013,Joined,ETS,Hyderabad,South
8415,3644,2398663,No,9,30,E1,16.67,24.5,6.71,No,No,Male,Direct,4,500004,30,Karnataka,30-11-2013,Joined,ETS,Hyderabad,South
8416,6530,2829060,No,4,30,E3,29.63,22.22,-5.71,No,No,Male,Direct,12,500004,38,Odisha,30-03-2013,Joined,ETS,Hyderabad,South
8417,3658,2399480,Yes,53,60,E1,19.72,16.2,-2.94,No,No,Male,Direct,4,500004,28,Rajasthan,03-12-2013,Joined,ETS,Hyderabad,South
8418,11249,3576106,Yes,39,30,E2,36.36,55.45,14,No,No,Male,Employee Referral,6,500004,34,Rajasthan,31-05-2013,Joined,ETS,Hyderabad,South
8419,12115,3722278,No,7,0,E2,40,80,28.57,No,No,Male,Direct,7,500004,34,Manipur,26-07-2013,Joined,ETS,Hyderabad,South
8420,3275,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,500004,27,Maharashtra,03-12-2013,Not Joined,ETS,Hyderabad,South
8421,4853,2485782,Yes,6,30,E1,54.19,54.19,0,No,No,Male,Direct,5,500004,28,Maharashtra,19-02-2014,Not Joined,ETS,Hyderabad,South
8422,6531,2829101,Yes,30,30,E2,44.44,16.67,-19.23,No,No,Male,Direct,4,500004,32,Maharashtra,30-03-2013,Not Joined,ETS,Hyderabad,South
8423,3676,2399719,Yes,34,30,E1,22.22,26.67,3.64,No,No,Male,Direct,4,500004,27,Telangana,07-12-2013,Joined,ETS,Hyderabad,South
